Manufacturer,Family,Name,Base frequency,TDP
Intel,Coffee Lake,Intel(R) Core(TM) i5-9300HF Processor,2.40 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i9-9880H Processor,2.30 ,45 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2276M Processor,2.80 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i9-9980HK Processor,2.40 ,45 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2286M Processor,2.40 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8557U Processor,1.70 ,15 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8260U Processor,1.60 ,15 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8140U Processor,2.10,15 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2124G Processor,3.40 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2186G Processor,3.80 ,95 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2124 Processor,3.30 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2136 Processor,3.30 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2134 Processor,3.50 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2176G Processor,3.70 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2144G Processor,3.60 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2126G Processor,3.30 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2174G Processor,3.80 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2146G Processor,3.50 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2286G Processor,4.00 ,95 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2276G Processor,3.80 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2224 Processor,3.40 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2224G Processor,3.50 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2226G Processor,3.40 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2234 Processor,3.60 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2236 Processor,3.40 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2244G Processor,3.80 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2274G Processor,4.00 ,83 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2246G Processor,3.60 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2288G Processor,3.70 ,95 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2278G Processor,3.40 ,80 W
Intel,Whiskey lake,Intel(R) Core(TM) i5-8265U Processor,1.60 ,15 W
Intel,Whiskey lake,Intel(R) Core(TM) i3-8145U Processor,2.10,15 W
Intel,Whiskey lake,Intel(R) Core(TM) i7-8565U Processor,1.80 ,15 W
Intel,Whiskey lake,Intel(R) Celeron(R) Processor 4205U,1.80 ,15 W
Intel,Whiskey lake,Intel(R) Pentium(R) Gold 5405U Processor,2.30 ,15 W
Intel,Whiskey lake,Intel(R) Core(TM) i7-8665UE Processor,1.70 ,15 W
Intel,Whiskey lake,Intel(R) Core(TM) i5-8365U Processor,1.60 ,15 W
Intel,Whiskey lake,Intel(R) Core(TM) i5-8365UE Processor,1.60 ,15 W
Intel,Whiskey lake,Intel(R) Core(TM) i3-8145UE Processor,2.20 ,15 W
Intel,Whiskey lake,Intel(R) Celeron(R) Processor 4305U,2.20 ,15 W
Intel,Whiskey lake,Intel(R) Core(TM) i7-8665U Processor,1.90 ,15 W
Intel,Whiskey lake,Intel(R) Celeron(R) Processor 4305UE,2.00 ,15 W
Intel,Amber Lake,Intel(R) Core(TM) i5-8200Y Processor,1.30 ,5 W
Intel,Amber Lake,Intel(R) Core(TM) i7-8500Y Processor,1.50 ,5 W
Intel,Amber Lake,Intel(R) Core(TM) m3-8100Y Processor,1.10,5 W
Intel,Amber Lake,Intel(R) Core(TM) i5-8210Y Processor,1.60 ,7 W
Intel,Amber Lake,Intel(R) Core(TM) i5-8310Y Processor,1.60 ,7 W
Intel,Amber Lake,Intel(R) Core(TM) i7-10510Y Processor,1.20 ,7 W
Intel,Amber Lake,Intel(R) Core(TM) i5-10310Y Processor,1.10,7 W
Intel,Amber Lake,Intel(R) Core(TM) i5-10210Y Processor,1.00 ,7 W
Intel,Amber Lake,Intel(R) Core(TM) i3-10110Y Processor,1.00 ,7 W
Intel,Amber Lake,Intel(R) Core(TM) i3-10100Y Processor,1.30 ,5 W
Intel,Amber Lake,Intel(R) Pentium(R) Gold 6500Y Processor,1.10,5 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6230 Processor,2.10,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6238T Processor,1.90 ,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6242 Processor,2.80 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6244 Processor,3.60 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6240 Processor,2.60 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5218 Processor,2.30 ,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5222 Processor,3.80 ,105 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6248 Processor,2.50 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6252 Processor,2.10,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6240Y Processor,2.60 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6230N Processor,2.30 ,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6254 Processor,3.10,200 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6210U Processor,2.50 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6212U Processor,2.40 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8253 Processor,2.20 ,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8256 Processor,3.80 ,105 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8276 Processor,2.20 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8280L Processor,2.70 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8260 Processor,2.40 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8276L Processor,2.20 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8260L Processor,2.40 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8280 Processor,2.70 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8260Y Processor,2.40 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8268 Processor,2.90 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 8270 Processor,2.70 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Bronze 3204 Processor,1.90 ,85 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4209T Processor,2.20 ,70 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4210 Processor,2.20 ,85 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4214 Processor,2.20 ,85 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5220 Processor,2.20 ,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4215 Processor,2.50 ,85 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4208 Processor,2.10,85 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5215 Processor,2.50 ,85 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5215L Processor,2.50 ,85 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4216 Processor,2.10,100 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5217 Processor,3.00 ,115 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5218N Processor,2.30 ,110 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4214Y Processor,2.20 ,85 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5218B Processor,2.30 ,125 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3223 Processor,3.50 ,160 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3265 Processor,2.70 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3225 Processor,3.70 ,160 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3235 Processor,3.30 ,180 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3265M Processor,2.70 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3245M Processor,3.20 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3275 Processor,2.50 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3245 Processor,3.20 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) W-3275M Processor,2.50 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6238 Processor,2.10,140 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5220S Processor,2.70 ,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6252N Processor,2.30 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6230T Processor,2.10,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5218T Processor,2.10,105 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6234 Processor,3.30 ,130 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6226 Processor,2.70 ,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6238L Processor,2.10,140 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6240L Processor,2.60 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6222V Processor,1.80 ,115 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6246 Processor,3.30 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5220T Processor,1.90 ,105 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6209U Processor,2.10,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6262V Processor,1.90 ,135 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 9242 Processor,2.30 ,350 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 9282 Processor,2.60 ,400 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 9221 Processor,2.30 ,250 W
Intel,Cascade lake,Intel(R) Xeon(R) Platinum 9222 Processor,2.30 ,250 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4210R Processor,2.40 ,100 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4214R Processor,2.40 ,100 W
Intel,Cascade lake,Intel(R) Xeon(R) Bronze 3206R Processor,1.90 ,85 W
Intel,Cascade lake,Intel(R) Xeon(R) W-2275 Processor,3.30 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) W-2295 Processor,3.00 ,165 W
Intel,Cascade lake,Intel(R) Core(TM) i9-10920X X-series Processor,3.50 ,165 W
Intel,Cascade lake,Intel(R) Core(TM) i9-10940X X-series Processor,3.30 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) W-2265 Processor,3.50 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) W-2255 Processor,3.70 ,165 W
Intel,Cascade lake,Intel(R) Core(TM) i9-10980XE Extreme Edition Processor,3.00 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) W-2223 Processor,3.60 ,120 W
Intel,Cascade lake,Intel(R) Core(TM) i9-10900X X-series Processor,3.70 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) W-2235 Processor,3.80 ,130 W
Intel,Cascade lake,Intel(R) Xeon(R) W-2245 Processor,3.90 ,155 W
Intel,Cascade lake,Intel(R) Xeon(R) W-2225 Processor,4.10,105 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6250 Processor,3.90 ,185 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6256 Processor,3.60 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5218R Processor,2.10,125 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6240R Processor,2.40 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4210T Processor,2.30 ,95 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6238R Processor,2.20 ,165 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6230R Processor,2.10,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6226R Processor,2.90 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6208U Processor,2.90 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Silver 4215R Processor,3.20 ,130 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6258R Processor,2.70 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6248R Processor,3.00 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6242R Processor,3.10,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6246R Processor,3.40 ,205 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 5220R Processor,2.20 ,150 W
Intel,Cascade lake,Intel(R) Xeon(R) Gold 6250L Processor,3.90 ,185 W
Intel,Comet lake,Intel(R) Core(TM) i5-10210U Processor,1.60 ,15 W
Intel,Comet lake,Intel(R) Core(TM) i7-10710U Processor,1.10,15 W
Intel,Comet lake,Intel(R) Core(TM) i7-10510U Processor,1.80 ,15 W
Intel,Comet lake,Intel(R) Core(TM) i3-10110U Processor,2.10,15 W
Intel,Comet lake,Intel(R) Pentium(R) Gold 6405U Processor,2.40 ,15 W
Intel,Comet lake,Intel(R) Celeron(R) Processor 5305U,2.30 ,15 W
Intel,Comet lake,Intel(R) Celeron(R) Processor 5205U,1.90 ,15 W
Intel,Comet lake,Intel(R) Celeron(R) Processor G5900,3.40 ,58 W
Intel,Comet lake,Intel(R) Celeron(R) Processor G5900T,3.20 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i5-10400 Processor,2.90 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i5-10600 Processor,3.30 ,65 W
Intel,Comet lake,Intel(R) Xeon(R) W-1250 Processor,3.30 ,80 W
Intel,Comet lake,Intel(R) Core(TM) i5-10500T Processor,2.30 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i5-10400T Processor,2.00 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i5-10500 Processor,3.10,65 W
Intel,Comet lake,Intel(R) Core(TM) i5-10400F Processor,2.90 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i5-10600T Processor,2.40 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i3-10320 Processor,3.80 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i3-10300 Processor,3.70 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i3-10300T Processor,3.00 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i3-10100 Processor,3.60 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i3-10100T Processor,3.00 ,35 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6600 Processor,4.20 ,58 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6500T Processor,3.50 ,35 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6500 Processor,4.10,58 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6400 Processor,4.00 ,58 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6400T Processor,3.40 ,35 W
Intel,Comet lake,Intel(R) Celeron(R) Processor G5920,3.50 ,58 W
Intel,Comet lake,Intel(R) Core(TM) i5-10600K Processor,4.10,125 W
Intel,Comet lake,Intel(R) Core(TM) i7-10700T Processor,2.00 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i5-10600KF Processor,4.10,125 W
Intel,Comet lake,Intel(R) Core(TM) i7-10700 Processor,2.90 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i7-10700F Processor,2.90 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i9-10900T Processor,1.90 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i7-10700KF Processor,3.80 ,125 W
Intel,Comet lake,Intel(R) Core(TM) i9-10900 Processor,2.80 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i9-10900F Processor,2.80 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i9-10900KF Processor,3.70 ,125 W
Intel,Comet lake,Intel(R) Core(TM) i9-10900K Processor,3.70 ,125 W
Intel,Comet lake,Intel(R) Core(TM) i7-10700K Processor,3.80 ,125 W
Intel,Comet lake,Intel(R) Xeon(R) W-1290P Processor,3.70 ,125 W
Intel,Comet lake,Intel(R) Xeon(R) W-1290 Processor,3.20 ,80 W
Intel,Comet lake,Intel(R) Xeon(R) W-1270P Processor,3.80 ,125 W
Intel,Comet lake,Intel(R) Xeon(R) W-1270 Processor,3.40 ,80 W
Intel,Comet lake,Intel(R) Xeon(R) W-1250P Processor,4.10,125 W
Intel,Comet lake,Intel(R) Xeon(R) W-1290T Processor,1.90 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i7-10750H Processor,2.60 ,45 W
Intel,Comet lake,Intel(R) Core(TM) i9-10980HK Processor,2.40 ,45 W
Intel,Comet lake,Intel(R) Core(TM) i5-10300H Processor,2.50 ,45 W
Intel,Comet lake,Intel(R) Celeron(R) Processor G5905T,3.30 ,35 W
Intel,Comet lake,Intel(R) Celeron(R) Processor G5925,3.60 ,58 W
Intel,Comet lake,Intel(R) Core(TM) i7-10810U Processor,1.10,15 W
Intel,Comet lake,Intel(R) Core(TM) i3-10325 Processor,3.90 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i3-10105T Processor,3.00 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i5-10505 Processor,3.20 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i5-10310U Processor,1.70 ,15 W
Intel,Comet lake,Intel(R) Core(TM) i3-10305 Processor,3.80 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i3-10105 Processor,3.70 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i5-10400H Processor,2.60 ,45 W
Intel,Comet lake,Intel(R) Core(TM) i7-10610U Processor,1.80 ,15 W
Intel,Comet lake,Intel(R) Core(TM) i7-10850H Processor,2.70 ,45 W
Intel,Comet lake,Intel(R) Core(TM) i3-10305T Processor,3.00 ,35 W
Intel,Comet lake,Intel(R) Celeron(R) Processor G5905,3.50 ,58 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6405T Processor,3.50 ,35 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6405 Processor,4.10,58 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6505 Processor,4.20 ,58 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6505T Processor,3.60 ,35 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6605 Processor,4.30 ,58 W
Intel,Comet lake,Intel(R) Core(TM) i5-10500H Processor,2.50 ,45 W
Intel,Comet lake,Intel(R) Xeon(R) W-10855M Processor,2.80 ,45 W
Intel,Comet lake,Intel(R) Xeon(R) W-10885M Processor,2.40 ,45 W
Intel,Comet lake,Intel(R) Core(TM) i7-10875H Processor,2.30 ,45 W
Intel,Comet lake,Intel(R) Core(TM) i3-10100F Processor,3.60 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i3-10105F Processor,3.70 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i9-10885H Processor,2.40 ,45 W
Intel,Comet lake,Intel(R) Celeron(R) Processor G5900TE,3.00 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i5-10500TE Processor,2.30 ,35 W
Intel,Comet lake,Intel(R) Xeon(R) W-1250E Processor,3.50 ,80 W
Intel,Comet lake,Intel(R) Core(TM) i5-10500E Processor,3.10,65 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6400TE Processor,3.20 ,35 W
Intel,Comet lake,Intel(R) Xeon(R) W-1250TE Processor,2.40 ,35 W
Intel,Comet lake,Intel(R) Pentium(R) Gold G6400E Processor,3.80 ,58 W
Intel,Comet lake,Intel(R) Celeron(R) Processor G5900E,3.20 ,58 W
Intel,Comet lake,Intel(R) Core(TM) i3-10100E Processor,3.20 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i3-10100TE Processor,2.30 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i9-10900TE Processor,1.80 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i9-10900E Processor,2.80 ,65 W
Intel,Comet lake,Intel(R) Xeon(R) W-1290E Processor,3.50 ,95 W
Intel,Comet lake,Intel(R) Xeon(R) W-1270E Processor,3.40 ,80 W
Intel,Comet lake,Intel(R) Xeon(R) W-1270TE Processor,2.00 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i7-10700TE Processor,2.00 ,35 W
Intel,Comet lake,Intel(R) Xeon(R) W-1290TE Processor,1.80 ,35 W
Intel,Comet lake,Intel(R) Core(TM) i7-10700E Processor,2.90 ,65 W
Intel,Comet lake,Intel(R) Core(TM) i9-10850K Processor,3.60 ,125 W
Intel,Comet lake,Intel(R) Core(TM) i5-10200H Processor,2.40 ,45 W
Intel,Comet lake,Intel(R) Core(TM) i7-10870H Processor,2.20 ,45 W
Intel,Rocket lake,Intel(R) Core(TM) i7-11700K Processor,3.60 ,125 W
Intel,Rocket lake,Intel(R) Core(TM) i7-11700KF Processor,3.60 ,125 W
Intel,Rocket lake,Intel(R) Core(TM) i7-11700T Processor,1.40 ,35 W
Intel,Rocket lake,Intel(R) Core(TM) i9-11900 Processor,2.50 ,65 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2336 Processor,2.90 ,65 W
Intel,Rocket lake,Intel(R) Core(TM) i9-11900F Processor,2.50 ,65 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2324G Processor,3.10,65 W
Intel,Rocket lake,Intel(R) Core(TM) i9-11900T Processor,1.50 ,35 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2356G Processor,3.20 ,80 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2334 Processor,3.40 ,65 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2314 Processor,2.80 ,65 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2374G Processor,3.70 ,80 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2378 Processor,2.60 ,65 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2378G Processor,2.80 ,80 W
Intel,Rocket lake,Intel(R) Xeon(R) W-1350 Processor,3.30 ,80 W
Intel,Rocket lake,Intel(R) Xeon(R) W-1350P Processor,4.00 ,125 W
Intel,Rocket lake,Intel(R) Xeon(R) W-1370 Processor,2.90 ,80 W
Intel,Rocket lake,Intel(R) Xeon(R) W-1370P Processor,3.60 ,125 W
Intel,Rocket lake,Intel(R) Xeon(R) W-1390 Processor,2.80 ,80 W
Intel,Rocket lake,Intel(R) Xeon(R) W-1390P Processor,3.50 ,125 W
Intel,Rocket lake,Intel(R) Xeon(R) W-1390T Processor,1.50 ,35 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11400 Processor,2.60 ,65 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11400F Processor,2.60 ,65 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11500T Processor,1.50 ,35 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11400T Processor,1.30 ,35 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11600 Processor,2.80 ,65 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11600K Processor,3.90 ,125 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11600KF Processor,3.90 ,125 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11500 Processor,2.70 ,65 W
Intel,Rocket lake,Intel(R) Core(TM) i5-11600T Processor,1.70 ,35 W
Intel,Rocket lake,Intel(R) Core(TM) i7-11700 Processor,2.50 ,65 W
Intel,Rocket lake,Intel(R) Core(TM) i7-11700F Processor,2.50 ,65 W
Intel,Rocket lake,Intel(R) Core(TM) i9-11900KF Processor,3.50 ,125 W
Intel,Rocket lake,Intel(R) Core(TM) i9-11900K Processor,3.50 ,125 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2388G Processor,3.20 ,95 W
Intel,Rocket lake,Intel(R) Xeon(R) E-2386G Processor,3.50 ,95 W
AMD,Zen 5,AMD Ryzen(TM) AI 9 HX PRO 375,2,28W
AMD,Zen 5,AMD Ryzen(TM) AI 9 HX PRO 370,2,28W
AMD,Zen 4,AMD Ryzen(TM) AI 7 PRO 360,2,28W
AMD,Zen 5,AMD Ryzen(TM) AI 9 HX 375,,28W
AMD,Zen 5,AMD Ryzen(TM) AI 9 HX 370,,28W
AMD,Zen 5,AMD Ryzen(TM) AI 9 365,2,28W
AMD,Zen 5,AMD Ryzen(TM) 9 9950X,4.3,170W
AMD,Zen 5,AMD Ryzen(TM) 9 9900X,4.4,120W
AMD,Zen 5,AMD Ryzen(TM) 7 9700X,3.8,65W
AMD,Zen 5,AMD Ryzen(TM) 5 9600X,3.9,65W
AMD,Zen 4,AMD Ryzen(TM) 9 PRO 8945HS,4,45W
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 8840U,3.3,28W
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 8845HS,3.8,45W
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 8840HS,3.3,28W
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 8700GE,3.6,35W
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 8700G,4.2,65W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 8640U,3.5,28W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 8645HS,4.3,45W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 8640HS,3.5,28W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 8600GE,3.9,35W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 8600G,4.3,65W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 8540U,3.2,28W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 8500GE,3.4,35W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 8500G,3.5,65W
AMD,Zen 4,AMD Ryzen(TM) 9 8945HS,4,45W
AMD,Zen 4,AMD Ryzen(TM) 3 PRO 8300GE,3.5,35W
AMD,Zen 4,AMD Ryzen(TM) 3 PRO 8300G,3.4,65W
AMD,Zen 4,AMD Ryzen(TM) 7 8845HS,3.8,45W
AMD,Zen 4,AMD Ryzen(TM) 7 8840U,3.3,28W
AMD,Zen 4,AMD Ryzen(TM) 7 8840HS,3.3,28W
AMD,Zen 4,AMD Ryzen(TM) 7 8700G,4.2,65W
AMD,Zen 4,AMD Ryzen(TM) 7 8700F,4.1,65W
AMD,Zen 4,AMD Ryzen(TM) 5 8645HS,4.3,45W
AMD,Zen 4,AMD Ryzen(TM) 5 8640U,3.5,28W
AMD,Zen 4,AMD Ryzen(TM) 5 8640HS,3.5,28W
AMD,Zen 4,AMD Ryzen(TM) 5 8600G,4.3,65W
AMD,Zen 4,AMD Ryzen(TM) 5 8540U,3.2,28W
AMD,Zen 4,AMD Ryzen(TM) 5 8500GE,3.4,35W
AMD,Zen 4,AMD Ryzen(TM) 5 8500G,3.5,65W
AMD,Zen 4,AMD Ryzen(TM) 3 8440U,3,28W
AMD,Zen 4,AMD Ryzen(TM) 3 8300GE,3.5,35W
AMD,Zen 4,AMD Ryzen(TM) 5 8400F,4.2,65W
AMD,Zen 4,AMD Ryzen(TM) 3 8300G,3.4,65W
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) PRO 7995WX,2.5,350W
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) PRO 7985WX,3.2,350W
